issued_year,issn,articles
2016,1001-9294,47
2016,1268-7731,356
2016,1878-6227,54
2016,0012-821X,557
2016,0014-2565,116
2016,0014-4894,196
2016,0022-0965,226
2016,0022-0981,168
2016,0022-2496,76
2016,0022-3999,290
2016,0022-4375,59
2016,0025-3227,181
2016,0031-9406,451
2016,0040-5809,60
2016,0041-0101,609
2016,0047-6374,62
2016,0094-5765,472
2016,0095-4543,81
2016,0143-8166,232
2016,0143-974X,282
2016,0165-2478,161
2016,0167-8116,84
2016,0168-874X,85
2016,0196-9781,180
2016,0222-9617,88
2016,0242-6498,103
2016,0261-3794,153
2016,0266-4356,653
2016,0272-5231,95
2016,0278-6915,341
2016,0301-0082,47
2016,0301-4622,96
2016,0304-386X,237
2016,0376-8716,450
2016,0378-3839,150
2016,0378-4754,157
2016,0379-0738,445
2016,0380-1330,163
2016,0720-048X,336
2016,0739-8859,86
2016,0762-915X,52
2016,0884-2175,224
2016,0923-1811,712
2016,0925-4927,148
2016,0926-2040,40
2016,0927-0256,602
2016,0932-4739,76
2016,0939-3625,55
2016,0955-2219,526
2016,0956-5221,30
2016,0964-5691,232
2016,0967-5868,554
2016,1002-0721,180
2016,1003-5257,66
2016,1045-4527,68
2016,1049-0078,35
2016,1050-6411,137
2016,1060-1872,54
2016,1075-4253,35
2016,1093-3263,157
2016,1156-5233,164
2016,1226-8615,168
2016,1278-3218,350
2016,1293-8505,211
2016,1355-1841,58
2016,1357-3039,222
2016,1359-0286,43
2016,1382-6689,287
2016,1386-4181,34
2016,1441-3523,58
2016,1465-3249,465
2016,1478-4092,44
2016,1479-666X,66
2016,1570-6443,48
2016,1572-1000,161
2016,1624-5687,78
2016,1627-4830,70
2016,1674-2001,122
2016,1687-1979,47
2016,1751-7222,115
2016,1751-9918,94
2016,1879-7261,129
2016,1932-2275,81
2016,1934-1482,781
2016,2210-9706,25
2016,2214-1405,189
2016,2214-2894,42
2016,2214-5745,118
2016,2352-0078,170
2016,2352-6734,19
2016,2452-0144,87
2016,2452-2198,25
2016,0019-1035,461
2016,0030-6665,150
2016,0120-8845,43
2016,0167-4870,85
2016,0399-077X,459
2016,0926-2245,87
2016,0956-053X,547
2016,0960-8966,618
2016,1091-8531,413
2016,1532-3382,116
2016,1546-0843,102
2016,2211-8160,634
2016,2214-7144,121
2016,2352-1546,167
2016,1084-9521,235
2016,0001-8791,76
2016,0961-9534,330
2016,1631-0748,224
2016,0031-9201,115
2016,0039-6028,379
2016,0167-4048,112
2016,0924-2716,185
2016,0304-3886,79
2016,0168-1699,335
2016,0272-7757,93
2016,0012-1606,384
2016,1569-1993,618
2016,0923-7534,3292
2016,0955-470X,51
2016,0019-8501,159
2016,0021-9045,102
2016,0022-0736,212
2016,0024-3205,529
2016,0030-5898,116
2016,0031-3203,339
2016,0039-6257,69
2016,0044-5231,62
2016,0090-2616,44
2016,0141-1136,151
2016,0161-4754,98
2016,0168-0102,129
2016,0168-1605,384
2016,0176-1617,213
2016,0188-4409,125
2016,0197-0186,165
2016,0261-2194,272
2016,0263-8231,367
2016,0271-5317,156
2016,0304-3991,172
2016,0306-4573,81
2016,0309-1708,270
2016,0361-476X,44
2016,0376-0421,34
2016,0377-4732,32
2016,0378-2166,142
2016,0732-8893,291
2016,0733-8635,90
2016,0889-4906,44
2016,0890-8567,1390
2016,0894-1130,125
2016,0898-6568,220
2016,0940-9602,153
2016,0973-6883,240
2016,1005-0302,192
2016,1041-6080,261
2016,1067-991X,144
2016,1169-8330,653
2016,1246-7391,51
2016,1270-9638,363
2016,1350-4495,270
2016,1385-1101,94
2016,1389-1286,311
2016,1389-9341,182
2016,1532-0456,104
2016,1551-7144,165
2016,1556-8598,67
2016,1569-4410,39
2016,1699-8855,52
2016,1871-4021,122
2016,1881-8366,57
2016,1931-7204,200
2016,1936-6574,112
2016,2186-4950,9
2016,2211-4238,46
2016,2214-2096,24
2016,2215-0382,21
2016,2352-5800,86
2016,2452-3186,44
2016,0021-7824,82
2016,0360-8352,367
2016,0377-1237,161
2016,1007-5704,308
2016,2210-7789,289
2016,2211-0348,165
2016,0264-3707,87
2016,1384-1076,106
2016,1875-0672,42
2016,1631-0683,100
2016,0013-7944,334
2016,0021-9975,267
2016,0022-1759,135
2016,0034-5288,204
2016,0142-9418,306
2016,0167-9457,144
2016,0169-7439,221
2016,0191-8141,141
2016,0264-8172,338
2016,0273-1177,485
2016,0301-7516,174
2016,0341-8162,364
2016,0921-4534,164
2016,0928-7655,44
2016,0929-1393,280
2016,0955-3959,220
2016,0959-4752,79
2016,1047-3203,286
2016,1089-9472,251
2016,1364-6613,132
2016,1367-0484,94
2016,1462-3889,125
2016,1537-1891,159
2016,1569-190X,107
2016,1572-3089,94
2016,1876-3820,333
2016,2152-2650,375
2016,2212-4209,148
2016,0924-2244,206
2016,0165-232X,168
2016,0167-6423,101
2016,0889-8561,81
2016,0959-440X,148
2016,0965-8564,218
2016,1071-9164,1023
2016,1521-6942,81
2016,1574-1192,87
2016,2214-8043,71
2016,2352-2208,82
2016,2468-1709,27
2016,2405-4569,157
2016,0091-7435,369
2016,0145-2134,188
2016,0967-0637,169
2016,0168-9452,215
2016,0921-8181,148
2016,1059-1311,187
2016,1198-743X,354
2016,0167-7152,292
2016,0003-4266,1027
2016,0009-8981,397
2016,0024-4937,406
2016,0042-207X,326
2016,0079-6611,90
2016,0167-9260,112
2016,0168-8227,944
2016,0272-2712,77
2016,0275-5319,146
2016,0301-472X,386
2016,0306-9877,326
2016,0360-1285,23
2016,0363-5023,415
2016,0378-4274,1917
2016,0531-5565,204
2016,0741-8329,101
2016,0889-8529,88
2016,0891-4222,242
2016,0951-8320,250
2016,0955-2863,222
2016,0990-1310,70
2016,1060-3743,38
2016,1080-6032,155
2016,1090-3798,165
2016,1286-0115,185
2016,1296-2074,140
2016,1353-8292,112
2016,1463-5003,118
2016,1477-8939,143
2016,1525-8610,403
2016,1558-7878,153
2016,1616-5047,133
2016,1629-6583,110
2016,1636-6522,69
2016,1746-0689,42
2016,1871-174X,59
2016,1874-4907,54
2016,1875-5364,94
2016,1877-0517,673
2016,1878-786X,204
2016,2211-2669,30
2016,2211-9493,21
2016,2212-2672,650
2016,2212-4268,65
2016,2212-4438,25
2016,2212-571X,35
2016,2214-5400,86
2016,2451-9022,94
2016,1071-5797,95
2016,2212-0955,39
2016,0002-9629,249
2016,0065-1281,107
2016,0168-0072,72
2016,0198-8859,430
2016,0272-4944,91
2016,0276-5624,40
2016,0304-5412,201
2016,0939-3889,57
2016,0957-5820,263
2016,0966-3274,57
2016,1042-444X,34
2016,1309-1042,125
2016,1475-1585,67
2016,1740-1445,101
2016,2210-4224,42
2016,2352-4073,41
2016,2352-4677,58
2016,1631-0691,87
2016,0095-8956,77
2016,1366-5545,171
2016,0029-5493,466
2016,1877-0657,407
2016,2212-1099,61
2016,2352-4316,134
2016,0011-9164,389
2016,0022-3956,225
2016,0011-5029,91
2016,0092-6566,72
2016,0167-8760,678
2016,0268-4012,135
2016,0304-3479,61
2016,0378-8733,70
2016,0883-9417,153
2016,0887-2171,57
2016,0889-8588,117
2016,0924-977X,1449
2016,0928-1258,190
2016,0967-070X,159
2016,1047-2797,198
2016,1087-0792,80
2016,1094-6950,133
2016,1290-0729,323
2016,1357-2725,321
2016,1751-7214,84
2016,1766-7305,60
2016,1877-959X,197
2016,1878-6146,142
2016,2210-6502,60
2016,2211-3649,62
2016,2211-7458,73
2016,2212-6198,20
2016,0093-6413,127
2016,0165-2427,155
2016,0167-2789,157
2016,0976-5662,109
2016,1361-9209,186
2016,1369-703X,297
2016,1526-6125,136
2016,1734-1140,202
2016,1874-7787,90
2016,0022-474X,79
2016,0146-6380,154
2016,0169-409X,213
2016,0264-9993,366
2016,0021-8502,134
2016,0043-1648,295
2016,0141-3910,341
2016,0169-8141,122
2016,0171-2985,374
2016,0195-5616,108
2016,0196-4399,55
2016,0210-4806,110
2016,0273-2300,311
2016,0363-8111,124
2016,0378-3774,354
2016,0379-7112,86
2016,0740-2570,83
2016,0749-0690,80
2016,0749-2081,57
2016,0749-5978,55
2016,0899-8256,115
2016,0920-5489,85
2016,0921-5107,155
2016,1052-5149,77
2016,1096-7176,120
2016,1138-3593,221
2016,1166-7087,511
2016,1259-4792,97
2016,1350-4533,210
2016,1355-2198,33
2016,1387-7003,351
2016,1467-8039,62
2016,1572-5286,50
2016,2173-5743,105
2016,2211-6753,65
2016,2212-5558,124
2016,2253-654X,104
2016,2352-1864,44
2016,2352-4855,149
2016,0012-365X,332
2016,0146-0005,110
2016,0146-2806,55
2016,0160-7383,158
2016,0166-4972,54
2016,0378-4266,186
2016,0733-5210,206
2016,0924-2031,166
2016,0925-9635,268
2016,0927-6505,115
2016,1040-8428,266
2016,1567-4223,72
2016,0895-9811,155
2016,1063-5203,70
2016,1525-1578,116
2016,0004-3702,95
2016,0011-2240,282
2016,0029-6465,78
2016,0031-3955,124
2016,0032-0633,173
2016,0033-2984,31
2016,0079-6700,60
2016,0090-3752,37
2016,0141-9382,42
2016,0142-727X,162
2016,0261-5606,131
2016,0266-1144,93
2016,0266-352X,231
2016,0267-3649,94
2016,0365-6691,173
2016,0385-8146,137
2016,0921-4526,534
2016,0922-1425,23
2016,0952-3278,100
2016,0955-7997,200
2016,0987-7983,57
2016,1043-1489,41
2016,1043-1810,63
2016,1048-6666,49
2016,1048-9843,67
2016,1095-6433,164
2016,1471-0153,131
2016,1476-9271,142
2016,1556-407X,71
2016,1618-8667,186
2016,1766-7313,76
2016,1875-9637,61
2016,1877-3435,107
2016,1877-9182,106
2016,2352-7102,134
2016,2352-9407,46
2016,2468-1229,324
2016,0098-2997,36
2016,0160-9327,45
2016,0164-0704,87
2016,0171-9335,63
2016,0957-4158,145
2016,1057-5219,165
2016,1322-7696,52
2016,1471-4892,118
2016,1556-3499,12
2016,1752-9298,58
2016,1761-676X,31
2016,1876-2018,161
2016,1879-9817,65
2016,2352-3808,36
2016,1472-9792,164
2016,0926-5805,206
2016,0967-0645,204
2016,1573-5214,46
2016,1877-0568,271
2016,1879-7296,146
2016,2405-4712,144
2016,1631-0705,114
2017,0959-6526,2833
2017,0003-682X,299
2017,0003-6870,302
2017,0006-291X,2077
2017,0006-3223,1457
2017,0007-8506,152
2017,0010-8545,261
2017,0010-9452,286
2017,0013-4686,2315
2017,0014-4886,245
2017,0016-7037,534
2017,0019-8501,161
2017,0021-8502,160
2017,0021-9290,451
2017,0021-9673,964
2017,0021-9797,1207
2017,0022-0396,498
2017,0022-247X,1038
2017,0022-2860,1521
2017,0022-3115,578
2017,0022-3549,426
2017,0022-3956,264
2017,0022-460X,585
2017,0023-6438,859
2017,0025-7125,125
2017,0028-3908,471
2017,0029-8018,607
2017,0030-4018,1033
2017,0030-4387,59
2017,0031-3203,430
2017,0032-3861,1035
2017,0040-4020,900
2017,0040-4039,1166
2017,0042-207X,513
2017,0043-1354,846
2017,0044-5231,95
2017,0044-8486,525
2017,0045-6535,1941
2017,0046-8177,405
2017,0048-9697,2767
2017,0091-6749,1629
2017,0093-691X,531
2017,0109-5641,374
2017,0141-6359,203
2017,0142-0615,244
2017,0144-8609,59
2017,0165-0327,681
2017,0165-1781,755
2017,0165-7836,310
2017,0166-218X,417
2017,0167-5273,1792
2017,0167-9473,212
2017,0168-8278,2236
2017,0169-1317,489
2017,0169-2046,253
2017,0169-4332,2911
2017,0169-555X,466
2017,0169-8095,290
2017,0191-2615,218
2017,0191-8869,769
2017,0195-6663,422
2017,0195-6671,212
2017,0195-6698,139
2017,0208-5216,72
2017,0242-3960,90
2017,0254-0584,803
2017,0257-8972,1187
2017,0263-4368,208
2017,0263-8223,1119
2017,0263-8762,443
2017,0264-410X,1111
2017,0264-8377,498
2017,0268-005X,492
2017,0269-7491,1112
2017,0272-8842,2532
2017,0300-8932,362
2017,0301-5629,1290
2017,0301-9322,192
2017,0303-7207,332
2017,0304-3894,859
2017,0304-4076,142
2017,0304-4165,413
2017,0304-4238,520
2017,0306-2619,1766
2017,0306-4530,575
2017,0306-4603,333
2017,0308-8146,1826
2017,0360-3199,3079
2017,0360-5442,1972
2017,2468-7847,144
2017,0375-9474,374
2017,0376-7388,925
2017,0377-0427,528
2017,0378-3812,329
2017,0378-5122,510
2017,0379-0738,433
2017,0731-7085,619
2017,0740-624X,66
2017,0749-0704,75
2017,0749-6036,675
2017,0885-2006,54
2017,0886-7798,210
2017,0892-1997,368
2017,0893-9659,247
2017,0894-1777,354
2017,0898-1221,441
2017,0899-8256,177
2017,0921-5093,1502
2017,0924-8579,295
2017,0924-977X,1541
2017,0925-2312,1169
2017,0925-4005,2211
2017,0925-8388,4843
2017,0926-3373,1040
2017,0926-860X,424
2017,0927-0248,561
2017,0927-7757,911
2017,0928-0987,543
2017,0955-2863,210
2017,0955-470X,55
2017,0956-5663,974
2017,0958-3947,54
2017,0960-0760,286
2017,0960-8524,1636
2017,0960-894X,1032
2017,0964-8305,328
2017,0966-6362,711
2017,0966-6923,167
2017,0966-842X,130
2017,1001-0742,360
2017,1002-0721,171
2017,1007-5704,359
2017,1010-6030,522
2017,1043-0679,120
2017,1051-2004,209
2017,1071-5797,115
2017,1074-7427,224
2017,1090-5138,103
2017,1093-3263,288
2017,1226-086X,498
2017,1293-8505,218
2017,1350-4495,250
2017,1359-4311,2185
2017,1359-5113,360
2017,1361-8415,157
2017,1364-0321,1450
2017,1364-6826,174
2017,1386-1425,791
2017,1386-9477,378
2017,1388-2457,1397
2017,1443-9506,1238
2017,1463-5003,115
2017,1470-160X,638
2017,1471-4906,103
2017,1540-7489,504
2017,1544-3191,227
2017,1550-7289,917
2017,1566-7367,419
2017,1569-9048,161
2017,1746-8094,225
2017,1751-6161,455
2017,1871-403X,91
2017,1874-3919,302
2017,1881-8366,42
2017,1889-1837,49
2017,2210-8440,157
2017,2211-2855,730
2017,2212-9820,262
2017,2214-7853,1777
2017,2352-4855,117
2017,0002-9149,1001
2017,0002-9343,613
2017,0002-9378,1798
2017,0002-9610,474
2017,0003-4975,1134
2017,0009-2797,303
2017,0009-3084,111
2017,0013-7944,405
2017,0016-5085,4721
2017,0019-1035,411
2017,0020-1383,610
2017,0020-7489,178
2017,0021-9150,1276
2017,0021-9975,355
2017,0022-0248,830
2017,0022-1139,217
2017,0022-2313,811
2017,0022-3468,447
2017,0025-326X,890
2017,0025-7753,433
2017,0033-3506,308
2017,0038-1098,274
2017,0039-6060,529
2017,0039-9140,925
2017,0040-1951,369
2017,0041-1345,530
2017,0045-7930,327
2017,0047-6374,122
2017,0085-2538,487
2017,0090-4295,873
2017,0090-8258,1025
2017,0099-1333,123
2017,0099-1767,186
2017,0122-7262,39
2017,0140-6736,2090
2017,0141-3910,295
2017,0141-8130,1454
2017,0145-2134,295
2017,0149-7634,357
2017,0151-9638,817
2017,0160-7383,117
2017,0163-4453,209
2017,0165-0114,214
2017,0165-2478,182
2017,0167-2681,241
2017,0167-4730,68
2017,0167-6687,110
2017,0167-7012,235
2017,0167-7152,326
2017,0168-8510,185
2017,0169-5002,466
2017,0196-0709,187
2017,0196-8904,1096
2017,0197-4572,144
2017,0213-005X,179
2017,0223-5234,938
2017,0252-9602,126
2017,0262-8856,123
2017,0264-2751,201
2017,0264-9993,249
2017,0271-5309,54
2017,0275-5319,265
2017,0278-2391,672
2017,0300-2896,277
2017,0304-3991,239
2017,0304-419X,75
2017,0360-3016,3204
2017,0365-6691,171
2017,0367-326X,210
2017,0375-9601,697
2017,0377-0273,234
2017,0377-4732,32
2017,0378-2166,160
2017,0378-4274,1109
2017,0378-8733,61
2017,0393-0440,263
2017,0515-3700,226
2017,0761-8425,928
2017,0882-5963,217
2017,0883-9026,46
2017,0895-4356,281
2017,0899-7071,185
2017,0920-4105,688
2017,0924-0136,433
2017,0924-2244,221
2017,0927-7765,750
2017,0939-4753,271
2017,0950-0618,2142
2017,0953-6205,328
2017,0964-5691,261
2017,0968-0896,697
2017,1040-6182,829
2017,1041-6080,140
2017,1046-2023,293
2017,1056-8727,289
2017,1061-9518,15
2017,1076-6332,241
2017,1096-7192,548
2017,1120-1797,587
2017,1158-1360,44
2017,1161-0301,140
2017,1169-8330,187
2017,1261-694X,116
2017,1290-0729,356
2017,1347-4367,453
2017,1359-8368,700
2017,1364-8152,239
2017,1368-8375,301
2017,1382-6689,258
2017,1440-2440,1034
2017,1471-0153,81
2017,1546-1440,441
2017,1567-5769,374
2017,1568-7864,144
2017,1570-8667,33
2017,1578-2190,254
2017,1579-2129,259
2017,1779-0123,328
2017,1878-8181,184
2017,1885-5857,338
2017,1934-5925,100
2017,2173-5743,104
2017,2212-4268,44
2017,2213-333X,282
2017,2352-5509,43
2017,2352-5525,88
2017,2352-7102,153
2017,8755-7223,90
2017,0378-1127,636
2017,1550-7424,105
2017,1359-6454,872
2017,1525-0016,288
2017,1353-8020,276
2017,1521-6616,199
2017,0188-4409,120
2017,0166-4328,647
2017,0892-6875,236
2017,1046-5928,194
2017,0022-5193,413
2017,0957-5820,329
2017,0304-3770,116
2017,1365-1609,178
2017,1877-959X,142
2017,0040-6090,735
2017,0168-3659,924
2017,0011-2275,116
2017,0042-6822,340
2017,0944-5013,123
2017,1098-3015,2977
2017,1556-0864,4628
2017,1063-4584,1047
2017,0735-1097,5747
2017,1934-5909,210
2017,0960-9822,889
2017,1534-5807,293
2017,1936-8798,819
2017,2405-4712,163
2017,0092-8674,547
2017,0022-5223,1238
2017,0254-6299,496
2017,1569-1993,766
2017,1743-9191,1536
2017,0022-0302,925
2017,1522-2942,38
2017,0001-4575,353
2017,0003-3472,373
2017,0007-9820,125
2017,0009-2541,420
2017,0009-739X,147
2017,0010-2180,368
2017,0011-2240,126
2017,0012-8252,148
2017,0016-7061,426
2017,0017-9310,1562
2017,0020-0190,134
2017,0020-1693,576
2017,0021-9517,375
2017,0022-4073,452
2017,0022-4596,421
2017,0030-4026,1435
2017,0031-3025,552
2017,0031-3955,137
2017,0045-7825,504
2017,0045-7906,281
2017,0094-114X,224
2017,0141-0296,932
2017,0141-1187,174
2017,0144-8617,1374
2017,0165-0270,205
2017,0166-5162,179
2017,0167-8140,2367
2017,0167-8809,375
2017,0168-1591,191
2017,0168-9002,928
2017,0171-2985,141
2017,0196-8858,86
2017,0197-4580,357
2017,0242-6498,114
2017,0260-8774,361
2017,0301-4797,943
2017,0301-679X,490
2017,0304-3835,519
2017,0304-8853,1405
2017,0305-4179,312
2017,0307-904X,606
2017,0309-1708,268
2017,0360-1323,503
2017,0378-3820,435
2017,0378-7753,1360
2017,0378-7796,431
2017,0733-8619,75
2017,0733-8627,87
2017,0735-6757,781
2017,0737-0806,452
2017,0738-3991,341
2017,0747-5632,713
2017,0749-0712,97
2017,0883-9441,583
2017,0888-3270,521
2017,0889-857X,75
2017,0889-8588,111
2017,0921-4488,236
2017,0927-0256,577
2017,0928-4931,1442
2017,0959-4388,181
2017,0959-8049,1085
2017,0960-1481,1014
2017,0965-1748,125
2017,0968-0004,110
2017,0981-9428,362
2017,1043-2760,87
2017,1047-9651,86
2017,1050-6411,100
2017,1051-0443,1002
2017,1055-7903,311
2017,1064-7406,77
2017,1064-9689,83
2017,1084-8045,294
2017,1087-0792,76
2017,1089-3261,78
2017,1359-6446,217
2017,1359-835X,360
2017,2468-8231,402
2017,1385-8947,1978
2017,1387-1811,585
2017,1434-4610,57
2017,1538-5442,80
2017,1555-4155,362
2017,1566-1199,554
2017,1567-1739,269
2017,1748-0132,81
2017,1754-5048,98
2017,1877-3435,109
2017,2152-2650,841
2017,2211-3398,63
2017,2212-4403,1206
2017,2213-2600,296
2017,2213-3437,672
2017,2214-5400,121
2017,2214-5745,112
2017,2214-7993,110
2017,2352-0124,85
2017,2352-250X,202
2017,2530-0180,109
2017,2542-3606,49
2017,0003-4487,182
2017,0003-9993,943
2017,0005-1098,522
2017,0011-9164,455
2017,0012-3692,1841
2017,0013-7952,287
2017,0014-2999,565
2017,0016-5107,2075
2017,0020-7225,108
2017,0022-3697,343
2017,0022-3913,327
2017,0026-2692,190
2017,0031-9201,108
2017,0038-1101,225
2017,0039-128X,148
2017,0040-5957,145
2017,0041-008X,333
2017,0049-0172,151
2017,0049-3848,463
2017,0079-6816,13
2017,0093-7754,81
2017,0141-9331,171
2017,0142-9612,587
2017,0143-6228,191
2017,0147-6513,588
2017,0147-9571,70
2017,0150-9861,189
2017,0161-6420,545
2017,0165-5876,450
2017,0166-3615,67
2017,0167-2738,325
2017,0168-1656,741
2017,0168-1699,349
2017,0181-5512,277
2017,0196-6553,672
2017,0222-9617,85
2017,0248-8663,941
2017,0260-6917,254
2017,0261-5606,134
2017,0263-8231,351
2017,0263-9319,146
2017,0264-3707,59
2017,0266-3538,397
2017,0277-5387,676
2017,0300-9572,644
2017,0304-3975,437
2017,0305-1978,115
2017,0360-8352,477
2017,0375-6742,209
2017,0376-8716,1074
2017,0377-2217,746
2017,0378-1119,630
2017,0387-7604,210
2017,0730-725X,244
2017,0736-4679,675
2017,0740-5472,190
2017,0741-8329,305
2017,0748-7983,753
2017,0828-282X,753
2017,0883-9417,124
2017,0887-8994,277
2017,0897-1897,140
2017,0898-5898,48
2017,0921-4526,502
2017,0921-8009,339
2017,0921-8831,378
2017,0926-9851,250
2017,0927-538X,91
2017,0929-693X,346
2017,0952-8180,334
2017,0955-7997,185
2017,0965-206X,45
2017,0969-5931,96
2017,0973-6883,367
2017,0985-0562,259
2017,1005-0302,215
2017,1041-7826,90
2017,1044-0283,27
2017,1044-5803,465
2017,1054-139X,516
2017,1058-2746,512
2017,1077-7229,47
2017,1078-8174,117
2017,1081-1206,681
2017,1089-9472,250
2017,1090-0233,170
2017,1091-8531,387
2017,1094-5539,98
2017,1355-1841,63
2017,1357-3039,181
2017,1383-5769,171
2017,1387-3806,221
2017,1389-1286,318
2017,1441-3582,46
2017,1466-8564,185
2017,1477-5131,306
2017,1521-6918,86
2017,1525-5050,458
2017,1526-8209,132
2017,1532-0456,132
2017,1541-4612,113
2017,1568-4946,634
2017,1568-9972,153
2017,1590-8658,873
2017,1674-2001,113
2017,1743-6095,1662
2017,1748-6815,315
2017,1865-9217,149
2017,1877-0517,648
2017,1878-6146,98
2017,1878-6529,67
2017,1878-7762,55
2017,2173-5077,146
2017,2214-6296,243
2017,2214-7144,185
2017,2352-0078,176
2017,2352-2208,76
2017,2444-3824,127
2017,2468-1229,320
2017,1359-6462,513
2017,1631-0705,81
2017,1462-9011,189
2017,0749-3797,419
2017,0012-365X,350
2017,0301-0511,240
2017,0028-3932,346
2017,0007-0912,478
2017,0914-5087,241
2017,1059-1311,272
2017,1078-5884,405
2017,1198-743X,267
2017,1878-5409,120
2017,0006-3495,3483
2017,0969-2126,203
2017,1674-2052,165
2017,0923-7534,2696
2017,0885-3924,590
2017,0001-8708,519
2017,0002-8703,268
2017,0015-0282,1543
2017,0016-2361,1363
2017,0020-7403,536
2017,0022-0736,221
2017,0022-2011,157
2017,0022-3476,917
2017,0025-3227,163
2017,0025-5408,600
2017,0028-3770,186
2017,0030-3992,398
2017,0033-8338,68
2017,0035-3787,559
2017,0038-0717,320
2017,0038-092X,868
2017,0049-089X,167
2017,0091-7435,394
2017,0098-3004,194
2017,0143-4004,756
2017,0143-8166,254
2017,0149-2918,612
2017,0165-2370,323
2017,0167-1987,188
2017,0167-7322,1645
2017,0169-2607,255
2017,0169-7439,207
2017,0195-9255,104
2017,0196-0644,1046
2017,0267-7261,319
2017,0273-1177,544
2017,0278-4165,57
2017,0301-0104,225
2017,0301-4215,726
2017,0304-4149,159
2017,0306-4522,678
2017,0306-4549,575
2017,0378-4371,1043
2017,0378-4754,181
2017,0378-7788,924
2017,0398-7620,382
2017,0733-5210,207
2017,0740-2570,90
2017,0747-7171,119
2017,0883-5403,811
2017,0886-3350,455
2017,0899-9007,229
2017,0901-5027,1517
2017,0924-7963,138
2017,0925-5273,321
2017,0927-6505,81
2017,0940-9602,107
2017,0956-7135,647
2017,0959-9436,217
2017,0960-8966,872
2017,0967-0637,159
2017,0967-0661,217
2017,0997-7546,141
2017,1040-2608,26
2017,1064-7481,424
2017,1134-2072,154
2017,1258-780X,171
2017,1350-9462,49
2017,1367-9120,416
2017,1420-2530,30
2017,1550-8307,110
2017,1570-0232,620
2017,1572-1000,383
2017,1642-431X,58
2017,1687-1979,59
2017,1742-7061,680
2017,1879-3991,69
2017,1938-9736,35
2017,2211-1042,221
2017,2211-9264,329
2017,2213-0764,42
2017,2352-5800,90
2017,2542-4513,197
2017,0002-8177,467
2017,0004-3702,105
2017,0005-7967,187
2017,0006-2952,414
2017,0010-938X,326
2017,0014-4894,169
2017,0018-506X,189
2017,0022-2828,251
2017,0026-2862,79
2017,0031-9422,253
2017,0045-7949,211
2017,0094-1190,61
2017,0094-5765,487
2017,0095-4543,85
2017,0095-5108,88
2017,0099-2399,422
2017,0140-3664,244
2017,0141-1136,191
2017,0143-4160,98
2017,0160-2896,86
2017,0167-4048,163
2017,0171-9335,78
2017,0176-1617,205
2017,0190-9622,2004
2017,0191-8141,144
2017,0301-4207,141
2017,0301-472X,454
2017,0306-4379,127
2017,0309-1740,266
2017,0363-8111,116
2017,0378-4266,187
2017,0584-8547,169
2017,0749-8063,783
2017,0755-4982,273
2017,0889-5406,412
2017,0889-8529,85
2017,0889-8553,83
2017,0890-8389,39
2017,0891-5520,79
2017,0894-7317,234
2017,0899-5885,66
2017,0920-5861,628
2017,0925-7535,257
2017,0925-9635,261
2017,0939-6411,305
2017,0944-7113,161
2017,0950-4230,260
2017,0950-7051,396
2017,0951-8339,80
2017,0955-5986,119
2017,0960-0779,415
2017,0968-0160,268
2017,0969-8043,412
2017,1011-1344,393
2017,1040-8428,192
2017,1044-7431,121
2017,1051-2276,128
2017,1053-2498,1495
2017,1059-0560,177
2017,1078-1439,375
2017,1087-1845,92
2017,1293-2558,198
2017,1344-6223,87
2017,1366-5545,144
2017,1470-2045,662
2017,1472-8117,61
2017,1472-9792,99
2017,1478-4092,31
2017,1525-8610,392
2017,1526-5900,567
2017,1542-3565,625
2017,1566-0141,52
2017,1567-1348,342
2017,1570-8705,166
2017,1572-6657,679
2017,1618-8667,191
2017,1629-6583,114
2017,1631-073X,229
2017,1699-258X,106
2017,1701-2163,400
2017,1756-0616,31
2017,1761-676X,27
2017,1769-4493,185
2017,1871-1413,247
2017,1874-3900,270
2017,1877-8585,29
2017,1879-4068,85
2017,1931-5244,188
2017,2212-2672,734
2017,2213-5383,49
2017,2215-0366,346
2017,1369-7021,209
2017,0034-4257,404
2017,0002-9297,208
2017,0378-3839,120
2017,0003-2697,334
2017,0022-328X,513
2017,1083-8791,939
2017,1550-4131,252
2017,0896-6273,535
2017,1931-3128,204
2017,0741-5214,1437
2017,1525-1578,113
2017,0008-4182,241
2017,0008-6223,1169
2017,0010-4655,297
2017,0014-4983,40
2017,0020-0255,630
2017,0022-1910,161
2017,0022-2836,335
2017,0022-314X,312
2017,0022-510X,3954
2017,0029-5493,456
2017,0032-5910,917
2017,0043-1648,458
2017,0090-2616,39
2017,0140-7007,360
2017,0145-2126,506
2017,0165-4101,49
2017,0190-7409,415
2017,0261-5177,281
2017,0261-5614,1070
2017,0263-7863,139
2017,0272-6386,768
2017,0278-4343,231
2017,0278-6125,117
2017,0302-2838,587
2017,0304-3940,769
2017,0305-4403,129
2017,0742-051X,236
2017,0894-1130,94
2017,0924-2716,210
2017,0924-4247,549
2017,0925-3467,680
2017,0929-1199,170
2017,0932-4739,94
2017,0951-8320,298
2017,0973-0826,69
2017,1040-6190,151
2017,1047-2797,301
2017,1047-3203,201
2017,1052-3057,620
2017,1053-0770,603
2017,1279-7960,80
2017,1360-8592,160
2017,1465-3249,605
2017,1468-1218,148
2017,1526-6125,280
2017,1627-4830,76
2017,1751-4851,179
2017,1751-7222,117
